Data,Czas,Data,Produkt,ISIN,Opis,Kurs,Zmiana,,Saldo,,Identyfikator zlecenia
11-05-2020,16:05,11-05-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1902,94",548bdc45-b565-4633-a8b8-1c25cbbd2e2a
11-05-2020,16:05,11-05-2020,APPLE INC. - COMMON ST,US0378331005,"Kupno 2 APPLE INC. - COMMON ST@310,49 USD (US0378331005)",,USD,"-620,98",USD,"-620,97",548bdc45-b565-4633-a8b8-1c25cbbd2e2a
11-05-2020,12:04,08-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 266,1899 przy  0,9858 EUR",,,,EUR,"1902,95",
07-05-2020,18:41,07-05-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,"1,0804",USD,"195,63",USD,"0,01",f93c3084-09d0-4607-a0d1-429a352e3683
07-05-2020,18:41,07-05-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,,EUR,"-181,07",EUR,"1902,95",f93c3084-09d0-4607-a0d1-429a352e3683
07-05-2020,18:41,07-05-2020,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2084,02",f93c3084-09d0-4607-a0d1-429a352e3683
07-05-2020,18:41,07-05-2020,ALIBABA GROUP HOLDING,US01609W1027,"Kupno 1 ALIBABA GROUP HOLDING@195,63 USD (US01609W1027)",,USD,"-195,63",USD,"-195,62",f93c3084-09d0-4607-a0d1-429a352e3683
07-05-2020,18:14,07-05-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Withdrawal,"1,0815",USD,"-186,21",USD,"0,01",731bd357-589f-4d33-a942-01e7e43b33dc
07-05-2020,18:14,07-05-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,FX Credit,,EUR,"172,18",EUR,"2084,52",731bd357-589f-4d33-a942-01e7e43b33dc
07-05-2020,18:14,07-05-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1912,34",731bd357-589f-4d33-a942-01e7e43b33dc
07-05-2020,18:14,07-05-2020,ACCENTURE PLC. CLASS A,IE00B4BNMY34,"Sprzedaż 1 ACCENTURE PLC. CLASS A@186,21 USD (IE00B4BNMY34)",,USD,"186,21",USD,"186,22",731bd357-589f-4d33-a942-01e7e43b33dc
07-05-2020,17:05,07-05-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,0790",USD,"-1358,00",USD,"0,01",7e17f421-8536-412c-b8f3-3256a1f1fd4e
07-05-2020,17:05,07-05-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1258,60",EUR,"1912,84",7e17f421-8536-412c-b8f3-3256a1f1fd4e
07-05-2020,17:05,07-05-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"654,24",7e17f421-8536-412c-b8f3-3256a1f1fd4e
07-05-2020,17:05,07-05-2020,ALPHABET INC. - CLASS A,US02079K3059,Sprzedaż 1 ALPHABET INC. - CLASS A@1 358 USD (US02079K3059),,USD,"1358,00",USD,"1358,01",7e17f421-8536-412c-b8f3-3256a1f1fd4e
07-05-2020,00:00,06-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,07",EUR,"654,74",
05-05-2020,12:05,04-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 103,215 przy  0,986 EUR",,EUR,"-0,01",EUR,"654,81",
05-05-2020,00:00,04-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,06",EUR,"654,82",
04-05-2020,12:04,30-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 413,1947 przy  0,986 EUR",,,,EUR,"654,87",
01-05-2020,17:04,30-04-2020,,,DEGIRO Exchange Connection Fee 2020 (New York Stock Exchange - NSY),,EUR,"-1,95",EUR,"654,87",
01-05-2020,17:04,30-04-2020,,,DEGIRO Exchange Connection Fee 2020 (NASDAQ - NDQ),,EUR,"-2,50",EUR,"656,82",
01-05-2020,17:04,30-04-2020,,,DEGIRO Exchange Connection Fee 2020 (Xetra - XET),,EUR,"-1,95",EUR,"659,32",
01-05-2020,15:30,01-05-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,"1,0967",USD,"2335,82",USD,"0,01",0278601b-7068-4c60-8faf-e409b2ba202f
01-05-2020,15:30,01-05-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,,EUR,"-2129,86",EUR,"661,27",0278601b-7068-4c60-8faf-e409b2ba202f
01-05-2020,15:30,01-05-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2791,13",0278601b-7068-4c60-8faf-e409b2ba202f
01-05-2020,15:30,01-05-2020,AMAZON.COM INC. - COM,US0231351067,"Kupno 1 AMAZON.COM INC. - COM@2 335,82 USD (US0231351067)",,USD,"-2335,82",USD,"-2335,81",0278601b-7068-4c60-8faf-e409b2ba202f
01-05-2020,07:15,30-04-2020,,,FX Withdrawal,,EUR,"0,75",EUR,"2791,63",
01-05-2020,07:15,30-04-2020,,,FX Withdrawal,"4,5455",PLN,"-3,43",PLN,"0,00",
30-04-2020,16:20,30-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,"1,0888",USD,"-2437,01",USD,"0,01",9b91b181-e43a-4385-8dbe-f445bfe188ec
30-04-2020,16:20,30-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,,EUR,"2238,28",EUR,"2790,88",9b91b181-e43a-4385-8dbe-f445bfe188ec
30-04-2020,16:20,30-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"552,60",9b91b181-e43a-4385-8dbe-f445bfe188ec
30-04-2020,16:20,30-04-2020,AMAZON.COM INC. - COM,US0231351067,"Sprzedaż 1 AMAZON.COM INC. - COM@2 437,01 USD (US0231351067)",,USD,"2437,01",USD,"2437,02",9b91b181-e43a-4385-8dbe-f445bfe188ec
30-04-2020,15:33,30-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,0838",USD,"1333,38",USD,"0,01",9b84d2a4-5029-4813-9e12-c9c367e40df5
30-04-2020,15:33,30-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1230,27",EUR,"553,10",9b84d2a4-5029-4813-9e12-c9c367e40df5
30-04-2020,15:33,30-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1783,37",9b84d2a4-5029-4813-9e12-c9c367e40df5
30-04-2020,15:33,30-04-2020,ALPHABET INC. - CLASS A,US02079K3059,"Kupno 1 ALPHABET INC. - CLASS A@1 333,38 USD (US02079K3059)",,USD,"-1333,38",USD,"-1333,37",9b84d2a4-5029-4813-9e12-c9c367e40df5
30-04-2020,12:58,30-04-2020,EUR/PLN,,FX Withdrawal,"4,5363",PLN,"-1796,57",PLN,"3,43",
30-04-2020,12:58,30-04-2020,EUR/PLN,,FX Credit,,EUR,"396,00",EUR,"1783,87",
30-04-2020,12:44,30-04-2020,,,Depozyt,,PLN,"1800,00",PLN,"1800,00",
30-04-2020,12:05,29-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 179,6856 przy 0,986 EUR",,,,EUR,"1387,87",
29-04-2020,16:25,29-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,0856",USD,"-1349,03",USD,"0,01",4229bcd0-4547-48ad-9207-fd5112624ba8
29-04-2020,16:25,29-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1242,68",EUR,"1387,87",4229bcd0-4547-48ad-9207-fd5112624ba8
29-04-2020,16:25,29-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"145,19",4229bcd0-4547-48ad-9207-fd5112624ba8
29-04-2020,16:25,29-04-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 349,03 USD (US02079K3059)",,USD,"1349,03",USD,"1349,04",4229bcd0-4547-48ad-9207-fd5112624ba8
29-04-2020,12:04,28-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 2 182,0283 przy 0,986 EUR",,,,EUR,"145,69",
28-04-2020,16:14,28-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,0837",USD,"1260,00",USD,"0,01",5925f953-94db-4972-8810-ff9164595fba
28-04-2020,16:14,28-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1162,67",EUR,"145,69",5925f953-94db-4972-8810-ff9164595fba
28-04-2020,16:14,28-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1308,36",5925f953-94db-4972-8810-ff9164595fba
28-04-2020,16:14,28-04-2020,ALPHABET INC. - CLASS A,US02079K3059,Kupno 1 ALPHABET INC. - CLASS A@1 260 USD (US02079K3059),,USD,"-1260,00",USD,"-1259,99",5925f953-94db-4972-8810-ff9164595fba
28-04-2020,15:43,28-04-2020,WALT DISNEY COMPANY (T,US2546871060,FX Withdrawal,"1,0870",USD,"-109,85",USD,"0,01",e15ee052-2361-4132-b87c-c3a1ffad791a
28-04-2020,15:43,28-04-2020,WALT DISNEY COMPANY (T,US2546871060,FX Credit,,EUR,"101,06",EUR,"1308,86",e15ee052-2361-4132-b87c-c3a1ffad791a
28-04-2020,15:43,28-04-2020,WALT DISNEY COMPANY (T,US2546871060,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1207,80",e15ee052-2361-4132-b87c-c3a1ffad791a
28-04-2020,15:43,28-04-2020,WALT DISNEY COMPANY (T,US2546871060,"Sprzedaż 1 WALT DISNEY COMPANY (T@109,85 USD (US2546871060)",,USD,"109,85",USD,"109,86",e15ee052-2361-4132-b87c-c3a1ffad791a
28-04-2020,15:40,28-04-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Credit,"4,5462",PLN,"360,80",PLN,"0,00",23adce34-2698-416f-95fc-55bd2aa516c3
28-04-2020,15:40,28-04-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Withdrawal,,EUR,"-79,36",EUR,"1208,30",23adce34-2698-416f-95fc-55bd2aa516c3
28-04-2020,15:40,28-04-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"1287,66",23adce34-2698-416f-95fc-55bd2aa516c3
28-04-2020,15:40,28-04-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,07",EUR,"1287,88",23adce34-2698-416f-95fc-55bd2aa516c3
28-04-2020,15:40,28-04-2020,CD PROJEKT RED SA,PLOPTTC00011,"Kupno 1 CD PROJEKT RED SA@360,8 PLN (PLOPTTC00011)",,PLN,"-360,80",PLN,"-360,80",23adce34-2698-416f-95fc-55bd2aa516c3
28-04-2020,15:31,28-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,"1,0855",USD,"2357,62",USD,"0,01",e220251a-ed37-46b1-a010-54686bcf85bc
28-04-2020,15:31,28-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,,EUR,"-2171,89",EUR,"1287,95",e220251a-ed37-46b1-a010-54686bcf85bc
28-04-2020,15:31,28-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3459,84",e220251a-ed37-46b1-a010-54686bcf85bc
28-04-2020,15:31,28-04-2020,AMAZON.COM INC. - COM,US0231351067,"Kupno 1 AMAZON.COM INC. - COM@2 357,62 USD (US0231351067)",,USD,"-2357,62",USD,"-2357,61",e220251a-ed37-46b1-a010-54686bcf85bc
27-04-2020,12:04,24-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 2 298,04 przy  0,986 EUR",,,,EUR,"3460,34",
24-04-2020,12:04,23-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 174,7592 przy  0,986 EUR",,,,EUR,"3460,34",
24-04-2020,07:05,23-04-2020,,,FX Withdrawal,,EUR,"0,03",EUR,"3460,34",
24-04-2020,07:05,23-04-2020,,,FX Withdrawal,"4,5413",PLN,"-0,18",PLN,"0,00",
23-04-2020,16:28,23-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,"1,0845",USD,"-2412,13",USD,"0,01",2310d11d-96bc-4584-a137-8d3af83000e3
23-04-2020,16:28,23-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,,EUR,"2224,22",EUR,"3460,31",2310d11d-96bc-4584-a137-8d3af83000e3
23-04-2020,16:28,23-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1236,09",2310d11d-96bc-4584-a137-8d3af83000e3
23-04-2020,16:28,23-04-2020,AMAZON.COM INC. - COM,US0231351067,"Sprzedaż 1 AMAZON.COM INC. - COM@2 412,13 USD (US0231351067)",,USD,"2412,13",USD,"2412,14",2310d11d-96bc-4584-a137-8d3af83000e3
23-04-2020,16:19,23-04-2020,EUR/PLN,,FX Withdrawal,"4,5431",PLN,"-145,39",PLN,"0,18",
23-04-2020,16:19,23-04-2020,EUR/PLN,,FX Credit,,EUR,"32,00",EUR,"1236,59",
23-04-2020,16:19,23-04-2020,EUR/PLN,,FX Withdrawal,"4,5426",PLN,"-45,43",PLN,"145,57",
23-04-2020,16:19,23-04-2020,EUR/PLN,,FX Credit,,EUR,"10,00",EUR,"1204,59",
23-04-2020,12:45,23-04-2020,,,Depozyt,,PLN,"191,00",PLN,"191,00",
23-04-2020,00:00,22-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"1194,59",
22-04-2020,17:45,22-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,0841",USD,"-1256,38",USD,"0,01",a5a06978-2a07-4469-a2a8-29fc27f2b806
22-04-2020,17:45,22-04-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1158,93",EUR,"1194,60",a5a06978-2a07-4469-a2a8-29fc27f2b806
22-04-2020,17:45,22-04-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"35,67",a5a06978-2a07-4469-a2a8-29fc27f2b806
22-04-2020,17:45,22-04-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 256,38 USD (US02079K3059)",,USD,"1256,38",USD,"1256,39",a5a06978-2a07-4469-a2a8-29fc27f2b806
22-04-2020,12:04,21-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,0331 przy  0,9861 EUR",,,,EUR,"36,17",
21-04-2020,15:38,21-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,"1,0822",USD,"2390,00",USD,"0,01",1318cf05-79fb-42d9-bc65-72d55a77e62d
21-04-2020,15:38,21-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,,EUR,"-2208,43",EUR,"36,17",1318cf05-79fb-42d9-bc65-72d55a77e62d
21-04-2020,15:38,21-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2244,60",1318cf05-79fb-42d9-bc65-72d55a77e62d
21-04-2020,15:38,21-04-2020,AMAZON.COM INC. - COM,US0231351067,Kupno 1 AMAZON.COM INC. - COM@2 390 USD (US0231351067),,USD,"-2390,00",USD,"-2389,99",1318cf05-79fb-42d9-bc65-72d55a77e62d
21-04-2020,15:31,21-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,"1,0843",USD,"-2416,86",USD,"0,01",1dbd7ed6-3d09-4f4b-8b98-40431ae6fa64
21-04-2020,15:31,21-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,,EUR,"2229,00",EUR,"2245,10",1dbd7ed6-3d09-4f4b-8b98-40431ae6fa64
21-04-2020,15:31,21-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"16,10",1dbd7ed6-3d09-4f4b-8b98-40431ae6fa64
21-04-2020,15:31,21-04-2020,AMAZON.COM INC. - COM,US0231351067,"Sprzedaż 1 AMAZON.COM INC. - COM@2 416,864 USD (US0231351067)",,USD,"2416,86",USD,"2416,87",1dbd7ed6-3d09-4f4b-8b98-40431ae6fa64
21-04-2020,12:05,20-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 172,6413 przy 0,9861 EUR",,,,EUR,"16,60",
21-04-2020,06:48,20-04-2020,,,FX Withdrawal,,EUR,"0,05",EUR,"16,60",
21-04-2020,06:48,20-04-2020,,,FX Withdrawal,"4,5228",PLN,"-0,23",PLN,"0,00",
20-04-2020,19:08,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,"1,0859",USD,"2400,72",USD,"0,00",81e04498-d0d0-493d-92a3-a7f29027c6e5
20-04-2020,19:08,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,,EUR,"-2210,78",EUR,"16,55",81e04498-d0d0-493d-92a3-a7f29027c6e5
20-04-2020,19:08,20-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2227,33",81e04498-d0d0-493d-92a3-a7f29027c6e5
20-04-2020,19:08,20-04-2020,AMAZON.COM INC. - COM,US0231351067,"Kupno 1 AMAZON.COM INC. - COM@2 400,72 USD (US0231351067)",,USD,"-2400,72",USD,"-2400,72",81e04498-d0d0-493d-92a3-a7f29027c6e5
20-04-2020,16:44,20-04-2020,EUR/PLN,,FX Withdrawal,"4,5243",PLN,"-49,77",PLN,"0,23",
20-04-2020,16:44,20-04-2020,EUR/PLN,,FX Credit,,EUR,"11,00",EUR,"2227,83",
20-04-2020,16:42,20-04-2020,,,Depozyt,,PLN,"50,00",PLN,"50,00",
20-04-2020,16:41,20-04-2020,JD.COM INC. - AMERICA,US47215P1066,FX Credit,"1,0868",USD,"46,06",USD,"0,00",93565789-7c79-4ea1-bc19-d8b54a3cbf49
20-04-2020,16:41,20-04-2020,JD.COM INC. - AMERICA,US47215P1066,FX Withdrawal,,EUR,"-42,38",EUR,"2216,83",93565789-7c79-4ea1-bc19-d8b54a3cbf49
20-04-2020,16:41,20-04-2020,JD.COM INC. - AMERICA,US47215P1066,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2259,21",93565789-7c79-4ea1-bc19-d8b54a3cbf49
20-04-2020,16:41,20-04-2020,JD.COM INC. - AMERICA,US47215P1066,"Kupno 1 JD.COM INC. - AMERICA@46,06 USD (US47215P1066)",,USD,"-46,06",USD,"-46,06",93565789-7c79-4ea1-bc19-d8b54a3cbf49
20-04-2020,16:36,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,"1,0881",USD,"-2420,00",USD,"0,00",2fcbbd47-6f9c-45f2-a2b7-d93b5a7734c3
20-04-2020,16:36,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,,EUR,"2224,09",EUR,"2259,71",2fcbbd47-6f9c-45f2-a2b7-d93b5a7734c3
20-04-2020,16:36,20-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"35,62",2fcbbd47-6f9c-45f2-a2b7-d93b5a7734c3
20-04-2020,16:36,20-04-2020,AMAZON.COM INC. - COM,US0231351067,Sprzedaż 1 AMAZON.COM INC. - COM@2 420 USD (US0231351067),,USD,"2420,00",USD,"2420,00",2fcbbd47-6f9c-45f2-a2b7-d93b5a7734c3
20-04-2020,15:55,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,"1,0852",USD,"2399,59",USD,"0,00",c493569b-3256-4ba6-a986-4c6e179d1663
20-04-2020,15:55,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,,EUR,"-2211,17",EUR,"36,12",c493569b-3256-4ba6-a986-4c6e179d1663
20-04-2020,15:55,20-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2247,29",c493569b-3256-4ba6-a986-4c6e179d1663
20-04-2020,15:55,20-04-2020,AMAZON.COM INC. - COM,US0231351067,"Kupno 1 AMAZON.COM INC. - COM@2 399,59 USD (US0231351067)",,USD,"-2399,59",USD,"-2399,58",c493569b-3256-4ba6-a986-4c6e179d1663
20-04-2020,15:42,20-04-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,"1,0858",USD,"212,12",USD,"0,00",acfe7d60-e183-4520-88fa-1726f9c558db
20-04-2020,15:42,20-04-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,,EUR,"-195,36",EUR,"2247,79",acfe7d60-e183-4520-88fa-1726f9c558db
20-04-2020,15:42,20-04-2020,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2443,15",acfe7d60-e183-4520-88fa-1726f9c558db
20-04-2020,15:42,20-04-2020,ALIBABA GROUP HOLDING,US01609W1027,"Kupno 1 ALIBABA GROUP HOLDING@212,12 USD (US01609W1027)",,USD,"-212,12",USD,"-212,12",acfe7d60-e183-4520-88fa-1726f9c558db
20-04-2020,15:39,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,"1,0878",USD,"-2434,00",USD,"0,00",cab2a4dc-13ca-4047-90e7-0cc310d312cf
20-04-2020,15:39,20-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,,EUR,"2237,57",EUR,"2443,65",cab2a4dc-13ca-4047-
,,,,,,,,,,,90e7-0cc310d312cf
20-04-2020,15:39,20-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"206,08",cab2a4dc-13ca-4047-90e7-0cc310d312cf
20-04-2020,15:39,20-04-2020,AMAZON.COM INC. - COM,US0231351067,Sprzedaż 1 AMAZON.COM INC. - COM@2 434 USD (US0231351067),,USD,"2434,00",USD,"2434,00",cab2a4dc-13ca-4047-90e7-0cc310d312cf
20-04-2020,12:05,17-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 2 011,9225 przy 0,9862 EUR",,EUR,"0,20",EUR,"206,58",
20-04-2020,00:00,19-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,22",EUR,"206,37",
17-04-2020,15:47,17-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Credit,"1,0864",USD,"2362,75",USD,"0,00",5f37e763-a9a7-4a05-9eaf-0cd55aaa5851
17-04-2020,15:47,17-04-2020,AMAZON.COM INC. - COM,US0231351067,FX Withdrawal,,EUR,"-2174,82",EUR,"206,60",5f37e763-a9a7-4a05-9eaf-0cd55aaa5851
17-04-2020,15:47,17-04-2020,AMAZON.COM INC. - COM,US0231351067,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2381,42",5f37e763-a9a7-4a05-9eaf-0cd55aaa5851
17-04-2020,15:47,17-04-2020,AMAZON.COM INC. - COM,US0231351067,"Kupno 1 AMAZON.COM INC. - COM@2 362,75 USD (US0231351067)",,USD,"-2362,75",USD,"-2362,74",5f37e763-a9a7-4a05-9eaf-0cd55aaa5851
17-04-2020,15:43,17-04-2020,HOME DEPOT INC. (THE),US4370761029,FX Withdrawal,"1,0873",USD,"-208,50",USD,"0,00",949e3cd4-1216-4001-86b6-28b9878b3c1e
17-04-2020,15:43,17-04-2020,HOME DEPOT INC. (THE),US4370761029,FX Credit,,EUR,"191,76",EUR,"2381,92",949e3cd4-1216-4001-86b6-28b9878b3c1e
17-04-2020,15:43,17-04-2020,HOME DEPOT INC. (THE),US4370761029,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2190,16",949e3cd4-1216-4001-86b6-28b9878b3c1e
17-04-2020,15:43,17-04-2020,HOME DEPOT INC. (THE),US4370761029,"Sprzedaż 1 HOME DEPOT INC. (THE)@208,5 USD (US4370761029)",,USD,"208,50",USD,"208,50",949e3cd4-1216-4001-86b6-28b9878b3c1e
17-04-2020,12:05,16-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 031,1092 przy  0,9861 EUR",,EUR,"0,10",EUR,"2190,66",
17-04-2020,00:00,16-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"0,12",EUR,"2190,55",
16-04-2020,15:32,16-04-2020,MODERNA INC. - COMMON,US60770K1079,FX Credit,"1,0867",USD,"38,00",USD,"0,00",836bde60-2c71-46bd-b4f4-43488a1be810
16-04-2020,15:32,16-04-2020,MODERNA INC. - COMMON,US60770K1079,FX Withdrawal,,EUR,"-34,97",EUR,"2190,43",836bde60-2c71-46bd-b4f4-43488a1be810
16-04-2020,15:32,16-04-2020,MODERNA INC. - COMMON,US60770K1079,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2225,40",836bde60-2c71-46bd-b4f4-43488a1be810
16-04-2020,15:32,16-04-2020,MODERNA INC. - COMMON,US60770K1079,Kupno 1 MODERNA INC. - COMMON@38 USD (US60770K1079),,USD,"-38,00",USD,"-38,00",836bde60-2c71-46bd-b4f4-43488a1be810
16-04-2020,15:30,16-04-2020,INOVIO PHARMACEUTICALS,US45773H2013,FX Credit,"1,0867",USD,"37,50",USD,"0,00",847e032e-a174-4261-981e-45778f9f62c4
16-04-2020,15:30,16-04-2020,INOVIO PHARMACEUTICALS,US45773H2013,FX Withdrawal,,EUR,"-34,51",EUR,"2225,90",847e032e-a174-4261-981e-45778f9f62c4
16-04-2020,15:30,16-04-2020,INOVIO PHARMACEUTICALS,US45773H2013,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2260,41",847e032e-a174-4261-981e-45778f9f62c4
16-04-2020,15:30,16-04-2020,INOVIO PHARMACEUTICALS,US45773H2013,DEGIRO Opłata Transakcyjna,,EUR,"-0,02",EUR,"2260,91",847e032e-a174-4261-981e-45778f9f62c4
16-04-2020,15:30,16-04-2020,INOVIO PHARMACEUTICALS,US45773H2013,"Kupno 5 INOVIO PHARMACEUTICALS@7,5 USD (US45773H2013)",,USD,"-37,50",USD,"-37,50",847e032e-a174-4261-981e-45778f9f62c4
16-04-2020,06:57,15-04-2020,,,FX Withdrawal,,EUR,"1,32",EUR,"2260,93",
16-04-2020,06:57,15-04-2020,,,FX Withdrawal,"4,5372",PLN,"-6,02",PLN,"0,00",
